BHID,X,Y,Z_STRAT_TOP,RCG,ATGc,AAG,STGc,SRG,FEGc,TIGc,PPGc,A1,A2,A3,A4,FR_AAG,FR_SRG,DECLUS_W,ROCK
507,588386.6819,9723769.12,-2.25,66.2848,54.19642368452527,47.0234,6.279837259604177,6.1564,11.570521851770014,0.8470487592767905,27.106168444823744,1.9994129304864827,0.23167557865609698,0.42685936506749433,0.031249298881950424,0.8676476564896775,0.9803438760430621,3.8856,1
507,588386.6819,9723769.12,-2.75,76.2982,54.82975189189901,48.696,5.366638728619539,5.1543,11.37764300851215,0.8868894210743411,27.53907694989496,1.9909800169285683,0.19487358775254843,0.41314540168549646,0.032204762080005875,0.8881309566384293,0.9604335712990767,3.8856,1
507,588386.6819,9723769.12,-3.25,74.1034,53.246167173680924,46.4889,6.537562705240043,6.4149,12.725889961117714,0.8226726030984951,26.667707556862823,1.9966533328800602,0.24514903245058378,0.47720224672415684,0.030849018474660143,0.8730938294273888,0.9812372422612903,3.8856,1
507,588386.6819,9723769.12,-3.75,70.1667,52.63888606565708,45.1425,6.922451468645187,6.6252,13.035166175424331,0.8190873056204898,26.584408984652914,1.9800660641372667,0.26039516141365016,0.490331238243795,0.030810814943952526,0.857588436497179,0.9570597973865806,3.8856,1
507,588386.6819,9723769.12,-4.25,67.7136,54.94980699667403,46.0003,8.901216285110825,8.5669,8.147309687391258,0.8206687545013879,27.1809982763225,2.021625785707108,0.327479373443937,0.2997428425757423,0.03019273781479455,0.8371330585889826,0.9624415052502386,3.8856,1
507,588386.6819,9723769.12,-4.75,75.0432,51.658387559459655,42.0803,9.225363240764002,8.972,12.63816519857702,0.9717146260625755,25.506369375136746,2.0253132384186174,0.3616886082484463,0.49549055817001253,0.03809694009253192,0.8145879495670453,0.9725362314575897,3.8856,1
507,588386.6819,9723769.12,-5.25,64.6087,51.1447279843286,40.9037,10.296183835733302,10.0569,12.619097196250346,0.7644660260907009,25.175524957597055,2.0315257803152575,0.40897593408975924,0.5012446500124464,0.03036544530365445,0.7997637608422401,0.9767599491665195,3.8856,1
508,588388.5519,9723554.75,-0.25,79.3287,52.96977639711355,49.473,3.2900325211144548,3.2237,15.142138303724558,0.8614657153027214,27.736587062744718,1.909743844016829,0.11861706394055839,0.5459265146598805,0.031058821813727277,0.9339854416054493,0.9798383387736285,3.8856,1
508,588388.5519,9723554.75,-0.825,64.9446,53.8684735295136,49.2959,4.210570269868396,3.9269,12.87165719849351,0.855496462929505,28.193802539194987,1.9106494576113215,0.14934382348797637,0.4565420780187188,0.03034342252132166,0.915115962456067,0.9326290141982924,3.8856,1
508,588388.5519,9723554.75,-1.4,65.4415,55.850121745379106,50.9993,5.26159270765986,4.8206,9.09756174302438,0.8107562220059212,28.979967581930737,1.9271975231677674,0.18155964780790537,0.3139258771530438,0.0279764364716348,0.9131457265662908,0.9161864606095679,3.8856,1
508,588388.5519,9723554.75,-1.9,72.3135,54.70650992082736,48.3224,6.335547036513342,5.9991,9.927157084445716,0.816330697648302,28.214455260565284,1.9389532569600743,0.22454968483366025,0.3518464911963295,0.028933066051048992,0.8833025552157028,0.9468953454888247,3.8856,1
509,588383.9518,9723355.309,-0.25,59.1898,42.51732528444916,35.9727,6.926131542483834,6.2671,27.177645558427077,0.774698294479292,22.604199320160642,1.8809480788168433,0.3064090633949786,1.2023272832401273,0.03427231743565188,0.8460715663399723,0.904848537969365,3.8856,1
509,588383.9518,9723355.309,-0.75,71.334,50.425303569238324,43.3955,7.006214481376999,6.5911,15.62747863772027,0.8873011979230551,26.053702113741352,1.9354371731548585,0.26891435431288485,0.5998179671163877,0.03405662635004455,0.860589762050995,0.9407505319055816,3.8856,1
