Gslib file
27  
BHID  
X  
Y  
Z_STRAT_TOP  
Z_MID  
Z_TOP  
Z_BOT  
LENGTH  
RC1  
AT1  
AA1  
ST1  
SR1  
FE1  
TI1  
PP1  
RC3  
AT3  
AA3  
ST3  
SR3  
FE3  
TI3  
PP3  
LITOM  
LPCP  
NORTH_FLAG  
1373 585405.6948 9724451.6820 -1.2500 83.9700 84.2200 83.7200 0.5000 46.1276 56.3900 54.6200 3.3300 2.9400 9.6000 0.9600 29.6900 14.5176 50.1700 45.5500 6.7300 5.4900 15.3500 0.8300 26.3600 50 1 1
1373 585405.6948 9724451.6820 -1.7150 83.5050 83.7200 83.2900 0.4300 46.4951 57.7000 51.2500 8.2900 8.2500 4.0700 0.7200 29.3700 18.3542 50.0800 43.1100 9.0800 8.4300 13.5600 0.8400 25.7100 50 1 1
1374 585352.7247 9724559.9730 -0.2500 86.5600 86.8100 86.3100 0.5000 68.3511 43.6600 41.7600 1.8300 1.7500 29.0800 0.8800 23.3200 12.9291 42.7100 42.0000 2.5500 1.2400 29.3500 0.7700 23.5900 50 1 1
1374 585352.7247 9724559.9730 -0.7500 86.0600 86.3100 85.8100 0.5000 49.6274 50.8500 47.3500 4.0000 3.9700 16.4800 0.8700 26.6700 16.5502 47.8800 44.8000 5.8100 3.5500 18.2600 0.7300 25.7900 50 1 1
1374 585352.7247 9724559.9730 -1.2750 85.5350 85.8100 85.2600 0.5500 57.4693 52.8600 50.0500 3.5500 3.4800 12.8200 0.9100 27.9600 18.9408 49.6700 46.5700 3.9000 3.6300 17.4100 0.7300 26.6600 50 1 1
1374 585352.7247 9724559.9730 -1.8250 84.9850 85.2600 84.7100 0.5500 50.4204 55.0000 50.6300 6.6600 6.2100 6.9200 0.8100 28.6400 15.8575 50.1000 45.9600 5.6100 5.0900 15.0300 0.7000 26.7300 50 1 1
1375 585338.0847 9724760.5630 -0.2500 91.1100 91.3600 90.8600 0.5000 79.9108 53.7500 53.2900 1.3900 1.2800 14.3500 1.3500 28.5300 13.5019 52.6000 52.2000 2.0000 2.0000 16.4400 1.0100 28.1300 50 1 1
1375 585338.0847 9724760.5630 -0.7500 90.6100 90.8600 90.3600 0.5000 61.4813 51.2800 49.5600 2.5000 2.4700 16.5900 1.2100 27.1400 17.0280 49.0000 46.4600 3.8000 3.1100 19.3600 1.0700 26.0200 50 1 1
1375 585338.0847 9724760.5630 -1.2500 90.1100 90.3600 89.8600 0.5000 68.2427 55.5000 53.4800 4.0200 4.0200 9.4300 1.1400 29.0000 13.4333 55.2200 52.3300 3.8000 3.7200 11.0600 0.8800 28.8700 50 1 1
1375 585338.0847 9724760.5630 -1.7900 89.5700 89.8600 89.2800 0.5800 58.5609 57.8100 51.8300 7.2500 7.2400 3.9100 0.8600 29.6600 9.6985 54.3500 49.5800 7.0300 5.8600 8.4400 0.7500 28.3900 50 1 1
1375 585338.0847 9724760.5630 -2.3700 88.9900 89.2800 88.7000 0.5800 62.6145 56.5700 51.2700 6.5200 6.4400 6.1400 0.9800 29.1400 13.0365 55.3900 50.1400 7.0000 6.5900 7.3400 0.8300 28.6000 50 1 1
1376 585346.0547 9724963.7830 -0.2500 92.6300 92.8800 92.3800 0.5000 75.9231 53.8000 50.4600 4.2500 3.9900 12.3000 0.9300 28.4900 8.8792 48.3900 44.2700 4.9500 4.5300 18.8100 0.7000 26.0100 50 1 1
1376 585346.0547 9724963.7830 -0.7500 92.1300 92.3800 91.8800 0.5000 66.0567 51.2100 47.7200 4.1500 3.9600 16.1900 0.9300 26.9900 12.3695 47.2500 43.9800 4.2400 3.8400 21.8200 0.8300 25.0300 50 1 1
1376 585346.0547 9724963.7830 -1.2500 91.6300 91.8800 91.3800 0.5000 58.0216 55.1400 49.5300 6.6600 6.5200 9.0500 0.7900 28.6200 8.6821 49.8300 44.7000 7.1200 6.0600 15.6100 0.7000 26.3200 50 1 1
1376 585346.0547 9724963.7830 -1.7500 91.1300 91.3800 90.8800 0.5000 55.4654 56.9600 51.8600 6.6300 6.2700 5.4700 0.9200 29.4400 12.4168 53.2200 47.7000 6.6300 6.5200 11.9700 0.5600 27.7600 50 1 1
1377 585348.4448 9725166.8740 -0.2500 84.8400 85.0900 84.5900 0.5000 58.5632 52.1600 45.3700 7.9600 7.9300 11.3800 0.7300 26.8100 7.4350 48.8100 41.6000 12.3400 8.3400 11.9700 0.5800 25.4600 50 1 1
1378 585549.4652 9724364.2720 -0.2500 85.4700 85.7200 85.2200 0.5000 61.8533 48.6300 45.9300 3.2000 2.9300 23.2200 0.9400 25.7000 15.4876 45.3200 40.3900 5.2600 4.6300 26.5000 0.7100 23.9900 50 1 1
1378 585549.4652 9724364.2720 -0.7500 84.9700 85.2200 84.7200 0.5000 56.2790 50.3000 45.8100 4.9600 4.7700 19.4800 0.8900 26.1600 16.9502 47.4500 41.3900 6.5300 6.4800 22.4800 0.7900 24.6300 50 1 1
1378 585549.4652 9724364.2720 -1.2100 84.5100 84.7200 84.3000 0.4200 58.2590 48.8000 44.0400 5.2500 5.0400 21.7300 0.8600 25.4600 15.3737 45.9500 39.9100 6.7400 6.6100 23.4900 0.6500 24.2000 50 1 1
1379 585545.9652 9724561.2620 -0.2500 86.4200 86.6700 86.1700 0.5000 59.8093 51.8200 50.4600 1.6600 1.6100 17.6900 1.0700 27.4900 27.0451 50.8600 49.4600 1.8200 1.6600 19.3200 1.0100 27.2400 50 1 1
1379 585545.9652 9724561.2620 -0.7500 85.9200 86.1700 85.6700 0.5000 50.6047 53.7100 52.0600 2.2500 2.0400 14.2300 1.0500 28.5200 34.4714 50.8900 49.2400 1.9900 1.8900 18.9500 0.9600 27.2800 50 1 1
1379 585545.9652 9724561.2620 -1.2500 85.4200 85.6700 85.1700 0.5000 38.2497 55.3000 53.1100 2.8200 2.7900 11.5200 0.8700 29.3400 35.2982 51.4600 50.0400 1.8100 1.7600 17.9200 0.8700 27.6200 50 1 1
1379 585545.9652 9724561.2620 -1.7500 84.9200 85.1700 84.6700 0.5000 56.2084 57.0800 54.1700 4.0000 3.9500 7.5800 0.8200 30.0900 25.1799 51.6900 49.9400 2.5300 2.4900 15.0500 0.7900 27.9800 50 1 1
1379 585545.9652 9724561.2620 -2.2000 84.4700 84.6700 84.2700 0.4000 13.3272 57.5300 54.2800 4.3400 4.3400 4.7600 0.9600 30.2600 28.3187 53.0500 50.2800 3.5600 3.5500 13.3300 0.7600 28.3600 50 1 1
1379 585545.9652 9724561.2620 -2.6000 84.0700 84.2700 83.8700 0.4000 57.9772 58.7300 53.9400 6.2600 6.1900 3.6800 0.6800 30.6000 18.8831 55.8800 51.3800 5.5500 5.5000 7.9500 0.7200 29.2700 50 1 1
1380 585547.2952 9724763.7930 -0.2500 89.4200 89.6700 89.1700 0.5000 72.5508 49.7400 49.6100 0.6300 0.5800 22.7600 1.1800 26.3500 17.1467 48.4600 47.9700 0.6900 0.6800 24.5900 0.8400 26.0300 50 1 1
1380 585547.2952 9724763.7930 -0.7500 88.9200 89.1700 88.6700 0.5000 64.5876 54.2900 53.9700 1.2500 1.0200 15.7100 1.1400 28.5700 21.8374 53.2200 53.0100 0.9600 0.8300 17.4200 0.9200 28.3000 50 1 1
1380 585547.2952 9724763.7930 -1.2500 88.4200 88.6700 88.1700 0.5000 65.0837 53.0200 50.8400 2.6600 2.6200 13.5400 1.0100 28.0300 22.7654 53.9500 53.0300 1.6300 1.5600 14.5300 0.8900 28.6600 50 1 1
1380 585547.2952 9724763.7930 -1.7500 87.9200 88.1700 87.6700 0.5000 63.7193 57.4100 55.2100 3.3300 3.2700 7.1700 1.1100 29.9000 21.7083 54.2800 52.1200 2.8500 2.7000 13.7500 0.8400 28.6600 50 1 1
1380 585547.2952 9724763.7930 -2.2500 87.4200 87.6700 87.1700 0.5000 64.4013 57.0700 53.5500 4.8200 4.7000 6.7400 0.8800 29.7500 18.4636 53.8600 50.8800 4.1200 3.9700 13.1900 0.7500 28.5100 50 1 1
1380 585547.2952 9724763.7930 -2.7500 86.9200 87.1700 86.6700 0.5000 54.1432 47.9400 44.4500 3.5200 3.5000 17.8900 0.8400 27.5200 23.7009 50.7500 48.7100 2.6600 2.6100 16.6900 0.6300 27.4700 50 1 1
1380 585547.2952 9724763.7930 -3.2500 86.4200 86.6700 86.1700 0.5000 45.5710 53.5200 47.9100 6.5200 6.3300 8.6300 0.9000 27.9500 20.1176 51.3600 47.2600 4.9600 4.7900 13.6300 0.6300 27.4500 50 1 1
1380 585547.2952 9724763.7930 -3.6950 85.9750 86.1700 85.7800 0.3900 46.6803 51.9100 44.5400 7.9900 7.9000 10.3200 0.8700 26.6500 22.5572 53.8800 49.9000 4.8200 4.7300 10.4000 0.6000 28.3800 50 1 1
1380 585547.2952 9724763.7930 -4.0850 85.5850 85.7800 85.3900 0.3900 49.4479 50.1100 43.3400 7.4100 7.3800 14.0200 0.7400 26.2100 23.2983 53.2700 49.4300 4.3600 4.3100 11.8000 0.5600 28.2600 50 1 1
1381 585546.4952 9724964.0630 -0.2500 94.4600 94.7100 94.2100 0.5000 60.1032 47.5300 40.7500 7.6900 7.6300 19.9400 0.8100 24.5400 7.8175 40.2000 34.4500 11.7200 6.5200 25.8900 0.5600 22.0000 50 1 1
1381 585546.4952 9724964.0630 -0.7500 93.9600 94.2100 93.7100 0.5000 62.7817 50.0100 43.0300 8.2600 7.9900 16.2200 0.7800 25.8900 6.6098 45.1000 39.3800 11.4500 6.7800 18.4400 0.5700 24.2200 50 1 1
1381 585546.4952 9724964.0630 -1.2500 93.4600 93.7100 93.2100 0.5000 64.0210 54.5500 48.2400 7.8200 7.5300 9.4200 0.5900 28.2800 5.9835 47.3700 41.8900 10.9700 6.6000 15.4900 0.4100 25.6300 50 1 1
1381 585546.4952 9724964.0630 -1.7500 92.9600 93.2100 92.7100 0.5000 58.2534 50.2400 44.2700 6.9600 6.8300 15.8400 0.5800 26.6700 8.7720 52.2100 45.3800 8.2900 7.9500 11.6700 0.5400 27.2100 50 1 1
1381 585546.4952 9724964.0630 -2.2500 92.4600 92.7100 92.2100 0.5000 52.8765 49.0200 44.7900 6.3900 5.1300 16.4500 0.4700 26.4400 10.5377 53.3400 46.1900 9.3600 8.5800 10.2100 0.4100 27.7900 50 1 1
1381 585546.4952 9724964.0630 -2.7500 91.9600 92.2100 91.7100 0.5000 54.7265 51.6600 46.9600 6.2700 5.7700 13.3300 0.4000 27.6100 9.5700 52.6400 44.5800 9.8200 9.6600 11.1400 0.4200 27.2300 50 1 1
1381 585546.4952 9724964.0630 -3.2500 91.4600 91.7100 91.2100 0.5000 47.1806 48.9000 43.6200 6.9500 6.6600 17.4100 0.4300 26.4300 10.1821 51.7200 41.3100 12.6900 12.3900 10.6200 0.4300 26.4200 50 1 1
1381 585546.4952 9724964.0630 -3.7250 90.9850 91.2100 90.7600 0.4500 48.0333 50.1500 44.4900 7.2800 7.0700 15.6600 0.4100 26.9200 10.4585 51.8100 43.0100 10.6900 10.6500 11.6200 0.4500 26.5900 50 1 1
1381 585546.4952 9724964.0630 -4.1500 90.5600 90.7600 90.3600 0.4000 43.5209 51.8000 47.3000 5.9300 5.7800 14.5000 0.4000 27.7400 15.5565 45.4000 34.3000 13.2500 12.6900 18.1700 0.4900 23.2300 50 1 1
1382 585740.2756 9724361.4820 -0.2500 86.9500 87.2000 86.7000 0.5000 84.8591 57.6200 56.0100 2.5600 2.4900 10.4400 0.9600 30.3000 10.0743 52.8400 50.9100 2.6300 2.2300 18.3200 0.9300 27.9100 50 1 1
1382 585740.2756 9724361.4820 -0.7500 86.4500 86.7000 86.2000 0.5000 74.0498 51.8700 51.2400 1.3900 1.3400 19.5100 1.1200 27.4800 16.5039 51.6800 50.8300 1.6400 1.5400 19.4200 0.9300 27.5900 50 1 1
1382 585740.2756 9724361.4820 -1.2500 85.9500 86.2000 85.7000 0.5000 52.5707 52.9000 51.6800 1.8500 1.7200 16.6900 0.9900 28.0200 28.8770 51.2200 50.6100 1.2600 1.2200 19.2300 0.9800 27.4400 50 1 1
1383 585745.0656 9724558.0720 -0.1500 83.9200 84.0700 83.7700 0.3000 74.6444 48.0700 47.7200 0.9100 0.6600 22.7100 1.1800 25.7500 16.4324 47.6500 47.4300 1.1200 0.5300 23.1500 0.9600 25.7800 50 1 1
1383 585745.0656 9724558.0720 -0.5700 83.5000 83.7700 83.2300 0.5400 78.1831 59.4800 59.1200 1.3300 1.2900 5.2000 1.0700 31.5500 15.1617 57.4800 57.3300 0.9500 0.8000 8.3600 1.0900 30.5800 50 1 1
1383 585745.0656 9724558.0720 -1.0400 83.0300 83.2300 82.8300 0.4000 65.7657 51.6900 50.9600 1.4100 1.3800 15.9500 0.9500 27.8300 23.8191 51.5300 50.7700 1.5300 1.5100 17.0000 0.8300 27.7300 50 1 1
1383 585745.0656 9724558.0720 -1.4400 82.6300 82.8300 82.4300 0.4000 70.2515 47.3400 46.7200 1.1900 0.6900 24.2300 1.0700 25.4900 17.1885 48.4700 48.1200 1.1300 0.5100 22.5200 0.8700 26.2200 50 1 1
1383 585745.0656 9724558.0720 -1.8400 82.2300 82.4300 82.0300 0.4000 49.6112 52.4500 49.2700 4.0700 3.9000 12.6200 0.8600 27.7000 26.0190 45.1400 43.2400 2.3900 2.0500 25.0800 0.9100 24.3200 50 1 1
1384 585749.9057 9724786.7930 -0.1900 90.5500 90.7400 90.3600 0.3800 74.4178 50.7600 48.4100 2.8800 2.8000 19.9300 1.2800 26.5900 14.0016 46.7400 44.9400 2.3100 2.0300 25.5000 1.1900 24.8400 50 1 1
1384 585749.9057 9724786.7930 -0.6300 90.1100 90.3600 89.8600 0.5000 83.7264 53.1800 49.9700 3.4500 3.4200 15.2700 1.1700 27.4600 10.0973 49.0700 46.9500 2.3600 2.3400 22.4700 1.1400 26.0800 50 1 1
1384 585749.9057 9724786.7930 -1.1300 89.6100 89.8600 89.3600 0.5000 72.3710 52.1400 50.8000 1.6900 1.6500 17.5200 1.2500 27.6400 14.3663 46.2100 44.5600 1.7800 1.7000 26.5700 0.9800 24.9900 50 1 1
1384 585749.9057 9724786.7930 -1.6300 89.1100 89.3600 88.8600 0.5000 75.0042 55.5600 53.6000 2.5500 2.5000 11.6800 1.1300 29.2500 13.8804 52.1700 50.1100 2.5100 2.4300 16.9200 1.0100 27.6900 50 1 1
1384 585749.9057 9724786.7930 -2.1300 88.6100 88.8600 88.3600 0.5000 73.4718 56.7500 55.0700 2.5300 2.5000 10.0500 1.0100 30.1400 17.0240 55.7000 52.9300 3.3600 3.3300 12.4300 0.8900 29.2100 50 1 1
1384 585749.9057 9724786.7930 -2.6300 88.1100 88.3600 87.8600 0.5000 71.3109 56.5800 55.3700 2.2500 2.0400 8.5000 1.1700 30.2000 17.1336 54.4600 52.7200 2.3900 2.2600 13.7000 1.0200 29.0100 50 1 1
1384 585749.9057 9724786.7930 -3.1300 87.6100 87.8600 87.3600 0.5000 69.8523 58.6600 56.4100 3.2100 3.1400 5.6400 1.0600 31.0300 18.2275 56.7100 54.9200 2.6300 2.6000 9.8300 0.9100 30.1900 50 1 1
1384 585749.9057 9724786.7930 -3.6300 87.1100 87.3600 86.8600 0.5000 60.1421 58.8400 57.8000 2.2500 2.0700 6.9000 0.9000 31.3200 24.0917 57.4600 56.0500 2.3600 2.3400 9.9400 0.8500 30.5700 50 1 1
1384 585749.9057 9724786.7930 -4.1300 86.6100 86.8600 86.3600 0.5000 50.3051 57.2200 52.3600 6.3600 6.0600 5.9200 0.7600 29.7400 22.2286 56.3500 53.6900 3.7800 3.7500 9.2700 0.7800 29.7600 50 1 1
1384 585749.9057 9724786.7930 -4.5700 86.1700 86.3600 85.9800 0.3800 49.1126 53.3600 46.6700 8.0000 7.9000 9.7400 0.6500 27.6700 18.8227 53.0200 48.7900 5.5600 5.5100 13.1400 0.5500 28.1700 50 1 1
1385 585745.0657 9724966.0430 -0.2000 90.9300 91.1300 90.7300 0.4000 72.9383 47.5800 44.5300 3.2900 2.9800 21.7500 1.0700 25.3700 12.0431 41.5200 37.7100 3.6100 3.5100 30.5300 0.8500 22.3700 50 1 1
1385 585745.0657 9724966.0430 -0.6000 90.5300 90.7300 90.3300 0.4000 66.3069 48.9100 46.5000 3.6300 2.9600 19.6000 0.9300 26.2600 15.1558 47.9000 44.9600 3.4800 3.3600 20.9700 0.8500 25.7400 50 1 1
1385 585745.0657 9724966.0430 -1.0000 90.1300 90.3300 89.9300 0.4000 54.5864 52.2900 48.6500 4.9200 4.6100 13.8900 0.8800 27.5700 11.5135 49.1500 45.3000 6.8900 4.7200 15.5200 0.7000 26.2600 50 1 1
1385 585745.0657 9724966.0430 -1.3500 89.7800 89.9300 89.6300 0.3000 45.4713 52.3300 46.6800 8.1200 6.7900 12.2100 0.7000 27.3300 9.4305 47.3900 41.1900 11.1000 7.2500 15.6200 0.4900 25.1500 50 1 1
1385 585745.0657 9724966.0430 -1.7000 89.4300 89.6300 89.2300 0.4000 56.5224 55.0600 49.3200 7.3600 7.2700 7.8100 0.7100 28.5600 11.1620 51.2400 44.7900 9.1100 7.7600 11.2600 0.6200 26.7200 50 1 1
1386 585950.1561 9724357.8820 -0.2000 80.6900 80.8900 80.4900 0.4000 74.7611 56.9300 56.7500 0.3600 0.2500 13.0100 1.2300 29.6500 18.6075 57.8900 57.6100 0.5500 0.4300 10.3700 0.9600 30.5300 50 1 1
1386 585950.1561 9724357.8820 -0.6150 80.2750 80.4900 80.0600 0.4300 71.1272 56.2500 56.1400 1.2200 1.1000 10.1900 1.1100 29.8400 21.9228 54.8600 54.7200 1.3600 1.2500 12.4100 1.0500 29.2400 50 1 1
1386 585950.1561 9724357.8820 -1.0000 79.8900 80.0600 79.7200 0.3400 59.3940 56.6200 54.8900 2.8500 2.7300 8.9100 0.9500 29.8100 24.6382 51.8800 51.5800 1.3700 1.1600 15.2600 0.9500 28.0000 50 1 1
1387 585942.9661 9724553.2820 -0.1750 82.1850 82.3600 82.0100 0.3500 81.1304 54.7200 53.7700 1.3300 1.2500 13.8000 1.3200 28.7400 13.1243 53.6700 52.8900 0.9700 0.8700 15.2700 0.9800 28.5100 50 1 1
1387 585942.9661 9724553.2820 -0.6000 81.7600 82.0100 81.5100 0.5000 77.3778 58.0700 57.4600 1.3800 1.3400 7.9300 0.9500 30.7900 16.6288 57.9500 57.7200 0.9900 0.9000 8.8600 1.1000 30.6400 50 1 1
1387 585942.9661 9724553.2820 -1.1000 81.2600 81.5100 81.0100 0.5000 69.5131 54.8600 54.3600 0.9600 0.9100 12.7900 1.0600 29.1100 18.8524 54.8400 54.2100 1.1000 0.9000 13.1000 1.0800 29.0300 50 1 1
1387 585942.9661 9724553.2820 -1.5900 80.7700 81.0100 80.5300 0.4800 70.7174 56.9000 56.2200 1.3600 1.3300 9.3500 1.1100 30.0000 19.0297 56.2100 55.8300 0.9900 0.9100 10.8600 1.0300 29.7800 50 1 1
1387 585942.9661 9724553.2820 -2.0700 80.2900 80.5300 80.0500 0.4800 70.9030 53.3000 52.6000 1.2200 1.1800 14.6100 1.0000 28.3900 19.0762 54.9600 54.5500 1.0000 0.8800 12.9500 0.9500 29.2000 50 1 1
1387 585942.9661 9724553.2820 -2.4600 79.9000 80.0500 79.7500 0.3000 64.2479 54.0300 52.5000 2.3300 2.2800 12.5600 0.8000 28.8700 25.6035 53.7700 52.6200 2.0000 1.9300 13.8300 0.7500 28.8600 50 1 1
1387 585942.9661 9724553.2820 -2.8100 79.5500 79.7500 79.3500 0.4000 49.5577 55.4500 53.8300 2.5200 2.4900 10.1200 0.8600 29.5200 32.8003 55.4300 54.2400 1.9600 1.8700 10.8900 0.8700 29.5800 50 1 1
1387 585942.9661 9724553.2820 -3.2600 79.1000 79.3500 78.8500 0.5000 50.7359 56.7500 55.0600 2.5500 2.4800 7.4600 0.9400 30.1700 30.8895 55.3700 54.1000 1.9300 1.8700 10.6500 0.7600 29.5700 50 1 1
1387 585942.9661 9724553.2820 -3.7800 78.5800 78.8500 78.3100 0.5400 50.0083 48.7800 46.9300 2.8100 1.9500 18.3500 0.6800 26.5600 29.1303 55.4500 54.4500 1.9300 1.7500 10.4300 0.7900 29.5500 50 1 1
1387 585942.9661 9724553.2820 -4.3200 78.0400 78.3100 77.7700 0.5400 56.3961 55.4000 52.5500 3.1900 3.1200 7.8900 0.7000 30.4200 28.6096 55.4800 53.7900 2.5500 2.4700 9.4600 0.7900 29.5700 50 1 1
1387 585942.9661 9724553.2820 -4.7650 77.5950 77.7700 77.4200 0.3500 48.5967 54.8000 49.7400 6.3000 6.0900 6.5500 0.8400 28.7800 24.7827 53.4600 49.9400 4.5000 4.3700 10.9000 0.5800 28.4800 50 1 1
1388 585959.6962 9724754.8630 -0.2550 89.1650 89.4200 88.9100 0.5100 55.4171 53.3300 50.0100 4.0400 3.8300 11.4600 0.9600 28.0700 21.1734 45.9900 43.2600 3.0100 2.5100 23.3100 0.9000 24.5800 50 1 1
1388 585959.6962 9724754.8630 -0.7350 88.6850 88.9100 88.4600 0.4500 62.6021 52.3700 49.6700 3.2600 3.0800 13.6000 0.9500 27.6700 18.6044 47.6100 44.7400 3.1800 2.7700 21.2500 0.7800 25.3400 50 1 1
1388 585959.6962 9724754.8630 -1.2000 88.2200 88.4600 87.9800 0.4800 61.8757 55.8500 51.4000 5.2200 5.1900 6.8200 0.8100 29.0900 11.8642 50.0200 45.6200 5.5500 4.9500 15.1300 0.7200 26.4800 50 1 1
1388 585959.6962 9724754.8630 -1.6400 87.7800 87.9800 87.5800 0.4000 64.7955 49.5900 45.9200 4.6400 4.2900 16.2400 0.7800 26.5000 17.3116 49.5400 46.2100 3.9000 3.6800 17.0100 0.7900 26.2900 50 1 1
1388 585959.6962 9724754.8630 -2.0150 87.4050 87.5800 87.2300 0.3500 61.8788 52.9200 47.7400 6.4900 6.1100 9.9600 0.6700 27.8600 15.4018 51.9900 47.5400 5.2400 5.2200 12.7200 0.6600 27.3200 50 1 1
1389 585941.2262 9724956.6230 -0.2500 87.1200 87.3700 86.8700 0.5000 67.5223 55.7600 53.6100 2.5500 2.3800 9.2100 1.1600 29.1600 13.6507 53.2000 49.4800 4.9400 3.8300 11.4600 0.9300 27.5700 50 1 1
1389 585941.2262 9724956.6230 -0.7500 86.6200 86.8700 86.3700 0.5000 61.1732 57.5500 56.1000 2.4200 2.2700 6.8200 1.0100 30.2200 17.8286 55.0300 52.5700 3.5300 3.1900 9.7900 0.9000 28.7300 50 1 1
1389 585941.2262 9724956.6230 -1.2500 86.1200 86.3700 85.8700 0.5000 56.9428 50.5200 45.8100 5.3300 5.0700 13.4200 0.7600 27.6100 14.6088 52.6100 47.5000 6.9500 5.8200 10.1600 0.7600 27.2300 50 1 1
1390 586157.4666 9724156.6510 -0.2500 88.2900 88.5400 88.0400 0.5000 70.7727 50.5000 49.6300 1.5700 1.3300 18.1400 0.9700 27.0900 18.6944 58.0000 56.4000 0.9400 0.6200 11.0600 1.0200 29.9800 50 1 1
1390 586157.4666 9724156.6510 -0.7500 87.7900 88.0400 87.5400 0.5000 60.6501 57.0400 56.1200 2.2500 2.1300 7.8800 0.9700 30.3600 21.9334 56.9400 56.5900 1.6600 1.6400 8.9400 0.9500 30.2500 50 1 1
1390 586157.4666 9724156.6510 -1.2500 87.2900 87.5400 87.0400 0.5000 53.4730 57.1700 52.7700 6.0900 5.8900 3.4200 0.8100 29.9700 16.8278 54.4400 51.4500 4.3000 4.2500 9.7600 0.8300 28.6800 50 1 1
1390 586157.4666 9724156.6510 -1.7500 86.7900 87.0400 86.5400 0.5000 47.1380 56.2300 50.5400 7.4300 7.2500 4.1000 0.7700 29.2000 16.4725 53.9600 50.6100 4.6900 4.6600 9.9200 0.7800 28.4800 50 1 1
1390 586157.4666 9724156.6510 -2.2500 86.2900 86.5400 86.0400 0.5000 45.4095 50.5700 37.3400 16.2900 15.1200 5.4400 0.6200 24.8600 18.7034 53.7700 50.2000 5.1400 4.8700 9.4300 0.5100 28.6500 50 1 1
1391 586156.2666 9724343.3420 -0.2500 82.8300 83.0800 82.5800 0.5000 63.9007 55.4700 54.4900 2.0000 1.9400 10.2600 0.9500 29.7000 22.9473 55.8200 55.5000 1.2600 1.2500 10.5900 0.8900 30.0800 50 1 1
1391 586156.2666 9724343.3420 -0.7000 82.3800 82.5800 82.1800 0.4000 50.2943 57.1200 52.4200 6.3600 6.2900 3.8900 0.7200 29.8600 21.8247 56.6400 52.9600 5.0000 4.9400 6.6800 0.7800 29.6000 50 1 1
1392 586153.6766 9724557.3820 -0.1650 86.5150 86.6800 86.3500 0.3300 77.5116 54.4900 53.8800 1.3600 1.3400 13.5600 0.9800 28.8700 15.7555 54.2100 53.9600 0.6000 0.5800 15.6100 0.9200 28.8200 50 1 1
1392 586153.6766 9724557.3820 -0.6050 86.0750 86.3500 85.8000 0.5500 76.6191 57.9300 56.9700 1.8600 1.7800 8.5500 1.0200 30.4100 16.5692 57.0000 56.7900 0.6900 0.6500 11.1700 1.0100 30.0500 50 1 1
1392 586153.6766 9724557.3820 -1.1550 85.5250 85.8000 85.2500 0.5500 73.7868 60.4300 58.8700 2.5600 2.5100 3.5500 0.9500 31.7300 18.7524 56.6700 54.8400 2.5500 2.4800 9.3700 1.1500 29.3600 50 1 1
1392 586153.6766 9724557.3820 -1.7150 84.9650 85.2500 84.6800 0.5700 65.2398 57.4000 55.7200 2.5300 2.4600 7.7700 1.0800 29.9300 21.6189 51.8000 51.1100 1.8400 1.5300 16.6400 1.0700 27.4000 50 1 1
1392 586153.6766 9724557.3820 -2.3000 84.3800 84.6800 84.0800 0.6000 52.4018 58.1000 55.7500 3.2600 3.2200 5.0000 0.9000 30.5300 26.2488 53.7300 52.5200 2.2200 2.0700 13.5800 0.8400 28.4200 50 1 1
1393 586147.0566 9724755.6930 -0.1750 88.6750 88.8500 88.5000 0.3500 61.9290 54.2100 52.8800 1.7600 1.7500 13.5100 1.0700 28.5500 22.3928 50.3900 49.9500 1.1300 0.9000 19.2400 0.9400 26.8500 50 1 1
1393 586147.0566 9724755.6930 -0.6450 88.2050 88.5000 87.9100 0.5900 48.6732 54.2200 50.7700 4.1200 3.9900 11.2800 0.9000 28.1000 23.0580 49.1000 46.3500 3.1100 2.9300 19.2300 0.7400 25.9300 50 1 1
1394 586148.2166 9723975.8210 -0.2500 93.2000 93.4500 92.9500 0.5000 82.6249 53.9300 52.4200 2.2200 2.1200 12.4500 1.0300 28.5900 9.8388 52.4200 52.1300 1.1700 1.0800 15.6700 0.8600 28.3200 50 1 1
1394 586148.2166 9723975.8210 -0.7500 92.7000 92.9500 92.4500 0.5000 79.2105 54.5000 52.7700 2.4100 2.3500 11.3000 1.2400 28.6600 10.4566 53.1000 51.9800 2.0300 1.8200 13.2300 0.9700 28.4700 50 1 1
1394 586148.2166 9723975.8210 -1.2500 92.2000 92.4500 91.9500 0.5000 69.2553 55.1500 54.4300 2.0400 1.8500 10.4500 0.9500 29.5100 17.0034 53.5600 53.0800 1.6300 1.5700 13.3200 0.8100 28.8000 50 1 1
1394 586148.2166 9723975.8210 -1.7000 91.7500 91.9500 91.5500 0.4000 61.6365 53.1800 52.0900 2.1200 2.0500 12.7900 0.8600 28.5900 23.3438 52.9900 51.9700 2.0200 1.9900 13.3600 0.8000 28.7600 50 1 1
1394 586148.2166 9723975.8210 -2.1150 91.3350 91.5500 91.1200 0.4300 44.3113 55.3200 51.2400 5.4400 5.4000 7.1900 0.8200 29.1200 26.7385 54.9500 52.9300 3.3000 3.2900 10.0200 0.7300 29.3500 50 1 1
1395 586342.1270 9723346.7500 -0.2750 111.5750 111.8500 111.3000 0.5500 76.5166 52.8100 49.9800 3.3600 3.2400 14.1900 1.1000 27.4500 12.4073 47.0800 41.3900 6.6300 6.0500 18.4000 0.7900 24.7800 50 1 1
